user,item,rating,timestamp
58,344,1.0,847718434
68,357,1.0,1240092554
68,420,1.0,1158533188
71,17,1.0,864737933
81,367,1.0,845299844
91,374,1.0,1112716895
100,235,1.0,1100183797
110,374,1.0,1175329527
181,191,1.0,845470737
191,39,1.0,829760897
223,34,1.0,1226209953
262,48,1.0,840305912
294,255,1.0,966597066
297,170,1.0,900875950
307,434,1.0,1227538408
308,223,1.0,1421374410
314,327,1.0,834428752
381,586,1.0,1164877371
428,165,1.0,1111489756
431,158,1.0,1267051813
446,168,1.0,843839441
474,122,1.0,974669063
485,231,1.0,837943293
489,160,1.0,1334171163
494,344,1.0,1000384113
500,471,1.0,1005528017
536,357,1.0,832840319
559,374,1.0,845476444
584,193,1.0,834988027
584,344,1.0,834987064
597,485,1.0,941730541
602,586,1.0,840875757
603,110,1.0,963177645
604,19,1.0,832080050
608,519,1.0,1117674991
411,367,2.0,835532287
414,81,2.0,961514568
414,168,2.0,961514438
414,519,2.0,961515424
414,533,2.0,961516154
428,380,2.0,1111489635
428,494,2.0,1111623431
434,95,2.0,1270606732
446,434,2.0,843839191
447,586,2.0,836961107
448,519,2.0,1019133230
456,79,2.0,856883417
457,34,2.0,993610564
457,480,2.0,993610357
464,344,2.0,1287399288
469,588,2.0,965425547
474,100,2.0,1048710159
480,69,2.0,1179161861
482,16,2.0,1105396054
489,70,2.0,1385823826
520,327,2.0,1326607881
524,405,2.0,851609392
530,380,2.0,843226673
541,208,2.0,835643013
552,317,2.0,1112151213
559,19,2.0,845475946
559,255,2.0,845476518
561,44,2.0,1491091620
580,327,2.0,1167675000
597,145,2.0,941729576
599,562,2.0,1519178517
600,377,2.0,1237714778
602,597,2.0,840875757
606,19,2.0,1171814553
608,500,2.0,1117408421
18,374,2.5,1455617791
21,586,2.5,1376823478
63,480,2.5,1443199679
64,160,2.5,1161519628
68,1,2.5,1158531426
68,160,2.5,1158533372
68,317,2.5,1158533037
111,34,2.5,1516153818
111,480,2.5,1516140723
112,329,2.5,1513989925
182,377,2.5,1054780896
212,260,2.5,1505400094
264,151,2.5,1136978254
298,231,2.5,1447584441
307,10,2.5,1186161010
307,594,2.5,1186161562
